"subject","calendar.week","start","stop","arrest","employed","fin","age","race","wexp","mar","paro","prio","educ"
188,43,42,43,0,0,1,31,1,1,0,1,1,3
188,44,43,44,0,0,1,31,1,1,0,1,1,3
188,45,44,45,0,0,1,31,1,1,0,1,1,3
188,46,45,46,0,0,1,31,1,1,0,1,1,3
188,47,46,47,0,0,1,31,1,1,0,1,1,3
188,48,47,48,0,0,1,31,1,1,0,1,1,3
188,49,48,49,0,0,1,31,1,1,0,1,1,3
188,50,49,50,0,0,1,31,1,1,0,1,1,3
188,51,50,51,0,0,1,31,1,1,0,1,1,3
188,52,51,52,0,0,1,31,1,1,0,1,1,3
189,1,0,1,0,0,1,24,1,0,0,0,13,4
189,2,1,2,0,0,1,24,1,0,0,0,13,4
189,3,2,3,0,0,1,24,1,0,0,0,13,4
189,4,3,4,0,0,1,24,1,0,0,0,13,4
189,5,4,5,0,0,1,24,1,0,0,0,13,4
189,6,5,6,0,0,1,24,1,0,0,0,13,4
189,7,6,7,0,0,1,24,1,0,0,0,13,4
189,8,7,8,0,0,1,24,1,0,0,0,13,4
189,9,8,9,0,0,1,24,1,0,0,0,13,4
189,10,9,10,0,0,1,24,1,0,0,0,13,4
189,11,10,11,0,0,1,24,1,0,0,0,13,4
189,12,11,12,0,0,1,24,1,0,0,0,13,4
189,13,12,13,0,0,1,24,1,0,0,0,13,4
189,14,13,14,0,0,1,24,1,0,0,0,13,4
189,15,14,15,0,1,1,24,1,0,0,0,13,4
189,16,15,16,0,1,1,24,1,0,0,0,13,4
189,17,16,17,0,1,1,24,1,0,0,0,13,4
189,18,17,18,0,1,1,24,1,0,0,0,13,4
189,19,18,19,0,1,1,24,1,0,0,0,13,4
189,20,19,20,0,0,1,24,1,0,0,0,13,4
189,21,20,21,0,0,1,24,1,0,0,0,13,4
189,22,21,22,0,1,1,24,1,0,0,0,13,4
189,23,22,23,0,1,1,24,1,0,0,0,13,4
189,24,23,24,0,1,1,24,1,0,0,0,13,4
189,25,24,25,0,1,1,24,1,0,0,0,13,4
189,26,25,26,0,1,1,24,1,0,0,0,13,4
189,27,26,27,0,1,1,24,1,0,0,0,13,4
189,28,27,28,0,1,1,24,1,0,0,0,13,4
189,29,28,29,0,1,1,24,1,0,0,0,13,4
189,30,29,30,0,1,1,24,1,0,0,0,13,4
189,31,30,31,0,1,1,24,1,0,0,0,13,4
189,32,31,32,0,1,1,24,1,0,0,0,13,4
189,33,32,33,0,1,1,24,1,0,0,0,13,4
189,34,33,34,0,1,1,24,1,0,0,0,13,4
189,35,34,35,0,1,1,24,1,0,0,0,13,4
189,36,35,36,0,1,1,24,1,0,0,0,13,4
189,37,36,37,0,1,1,24,1,0,0,0,13,4
189,38,37,38,0,1,1,24,1,0,0,0,13,4
189,39,38,39,0,1,1,24,1,0,0,0,13,4
189,40,39,40,0,1,1,24,1,0,0,0,13,4
189,41,40,41,0,1,1,24,1,0,0,0,13,4
189,42,41,42,0,1,1,24,1,0,0,0,13,4
189,43,42,43,0,1,1,24,1,0,0,0,13,4
189,44,43,44,0,1,1,24,1,0,0,0,13,4
189,45,44,45,0,1,1,24,1,0,0,0,13,4
189,46,45,46,0,1,1,24,1,0,0,0,13,4
189,47,46,47,0,1,1,24,1,0,0,0,13,4
189,48,47,48,0,1,1,24,1,0,0,0,13,4
189,49,48,49,0,1,1,24,1,0,0,0,13,4
189,50,49,50,0,1,1,24,1,0,0,0,13,4
189,51,50,51,0,1,1,24,1,0,0,0,13,4
189,52,51,52,0,1,1,24,1,0,0,0,13,4
190,1,0,1,0,1,0,31,0,1,1,1,3,3
190,2,1,2,0,1,0,31,0,1,1,1,3,3
190,3,2,3,0,1,0,31,0,1,1,1,3,3
190,4,3,4,0,1,0,31,0,1,1,1,3,3
190,5,4,5,0,1,0,31,0,1,1,1,3,3
190,6,5,6,0,1,0,31,0,1,1,1,3,3
190,7,6,7,0,1,0,31,0,1,1,1,3,3
190,8,7,8,0,1,0,31,0,1,1,1,3,3
190,9,8,9,0,1,0,31,0,1,1,1,3,3
190,10,9,10,0,1,0,31,0,1,1,1,3,3
190,11,10,11,0,1,0,31,0,1,1,1,3,3
190,12,11,12,0,1,0,31,0,1,1,1,3,3
190,13,12,13,0,1,0,31,0,1,1,1,3,3
190,14,13,14,0,1,0,31,0,1,1,1,3,3
190,15,14,15,0,1,0,31,0,1,1,1,3,3
190,16,15,16,0,1,0,31,0,1,1,1,3,3
190,17,16,17,0,1,0,31,0,1,1,1,3,3
190,18,17,18,0,1,0,31,0,1,1,1,3,3
190,19,18,19,0,1,0,31,0,1,1,1,3,3
190,20,19,20,0,1,0,31,0,1,1,1,3,3
190,21,20,21,0,1,0,31,0,1,1,1,3,3
190,22,21,22,0,1,0,31,0,1,1,1,3,3
190,23,22,23,0,1,0,31,0,1,1,1,3,3
190,24,23,24,0,0,0,31,0,1,1,1,3,3
190,25,24,25,0,0,0,31,0,1,1,1,3,3
190,26,25,26,0,0,0,31,0,1,1,1,3,3
190,27,26,27,0,0,0,31,0,1,1,1,3,3
190,28,27,28,0,0,0,31,0,1,1,1,3,3
190,29,28,29,0,0,0,31,0,1,1,1,3,3
190,30,29,30,0,0,0,31,0,1,1,1,3,3
190,31,30,31,0,0,0,31,0,1,1,1,3,3
190,32,31,32,0,0,0,31,0,1,1,1,3,3
190,33,32,33,0,0,0,31,0,1,1,1,3,3
190,34,33,34,0,0,0,31,0,1,1,1,3,3
190,35,34,35,0,0,0,31,0,1,1,1,3,3
190,36,35,36,0,0,0,31,0,1,1,1,3,3
190,37,36,37,0,0,0,31,0,1,1,1,3,3
190,38,37,38,0,0,0,31,0,1,1,1,3,3
190,39,38,39,0,0,0,31,0,1,1,1,3,3
190,40,39,40,0,0,0,31,0,1,1,1,3,3
190,41,40,41,0,0,0,31,0,1,1,1,3,3
190,42,41,42,0,0,0,31,0,1,1,1,3,3
190,43,42,43,0,0,0,31,0,1,1,1,3,3
190,44,43,44,0,0,0,31,0,1,1,1,3,3
190,45,44,45,0,0,0,31,0,1,1,1,3,3
190,46,45,46,0,0,0,31,0,1,1,1,3,3
190,47,46,47,0,0,0,31,0,1,1,1,3,3
190,48,47,48,0,0,0,31,0,1,1,1,3,3
190,49,48,49,0,0,0,31,0,1,1,1,3,3
190,50,49,50,0,0,0,31,0,1,1,1,3,3
190,51,50,51,0,0,0,31,0,1,1,1,3,3
190,52,51,52,0,0,0,31,0,1,1,1,3,3
191,1,0,1,0,1,0,24,1,0,0,1,2,5
191,2,1,2,0,0,0,24,1,0,0,1,2,5
191,3,2,3,0,0,0,24,1,0,0,1,2,5
191,4,3,4,0,0,0,24,1,0,0,1,2,5
191,5,4,5,0,0,0,24,1,0,0,1,2,5
191,6,5,6,0,0,0,24,1,0,0,1,2,5
191,7,6,7,0,0,0,24,1,0,0,1,2,5
191,8,7,8,0,1,0,24,1,0,0,1,2,5
191,9,8,9,0,1,0,24,1,0,0,1,2,5
191,10,9,10,0,1,0,24,1,0,0,1,2,5
191,11,10,11,0,1,0,24,1,0,0,1,2,5
191,12,11,12,0,1,0,24,1,0,0,1,2,5
191,13,12,13,0,1,0,24,1,0,0,1,2,5
191,14,13,14,0,1,0,24,1,0,0,1,2,5
191,15,14,15,0,1,0,24,1,0,0,1,2,5
191,16,15,16,0,0,0,24,1,0,0,1,2,5
191,17,16,17,0,0,0,24,1,0,0,1,2,5
191,18,17,18,0,0,0,24,1,0,0,1,2,5
191,19,18,19,0,0,0,24,1,0,0,1,2,5
191,20,19,20,0,0,0,24,1,0,0,1,2,5
191,21,20,21,0,0,0,24,1,0,0,1,2,5
191,22,21,22,0,0,0,24,1,0,0,1,2,5
191,23,22,23,0,0,0,24,1,0,0,1,2,5
191,24,23,24,0,0,0,24,1,0,0,1,2,5
191,25,24,25,0,1,0,24,1,0,0,1,2,5
191,26,25,26,0,1,0,24,1,0,0,1,2,5
191,27,26,27,0,1,0,24,1,0,0,1,2,5
191,28,27,28,0,1,0,24,1,0,0,1,2,5
191,29,28,29,0,1,0,24,1,0,0,1,2,5
191,30,29,30,0,0,0,24,1,0,0,1,2,5
191,31,30,31,0,1,0,24,1,0,0,1,2,5
191,32,31,32,0,1,0,24,1,0,0,1,2,5
191,33,32,33,0,1,0,24,1,0,0,1,2,5
191,34,33,34,0,1,0,24,1,0,0,1,2,5
191,35,34,35,0,0,0,24,1,0,0,1,2,5
191,36,35,36,0,0,0,24,1,0,0,1,2,5
191,37,36,37,0,0,0,24,1,0,0,1,2,5
191,38,37,38,0,0,0,24,1,0,0,1,2,5
191,39,38,39,0,0,0,24,1,0,0,1,2,5
191,40,39,40,0,0,0,24,1,0,0,1,2,5
191,41,40,41,0,1,0,24,1,0,0,1,2,5
191,42,41,42,0,1,0,24,1,0,0,1,2,5
191,43,42,43,0,1,0,24,1,0,0,1,2,5
191,44,43,44,0,1,0,24,1,0,0,1,2,5
191,45,44,45,0,1,0,24,1,0,0,1,2,5
191,46,45,46,0,1,0,24,1,0,0,1,2,5
191,47,46,47,0,1,0,24,1,0,0,1,2,5
191,48,47,48,0,1,0,24,1,0,0,1,2,5
191,49,48,49,0,1,0,24,1,0,0,1,2,5
191,50,49,50,0,1,0,24,1,0,0,1,2,5
191,51,50,51,0,1,0,24,1,0,0,1,2,5
191,52,51,52,0,1,0,24,1,0,0,1,2,5
192,1,0,1,0,0,1,24,1,1,0,1,1,6
192,2,1,2,0,0,1,24,1,1,0,1,1,6
192,3,2,3,0,0,1,24,1,1,0,1,1,6
192,4,3,4,0,1,1,24,1,1,0,1,1,6
192,5,4,5,0,1,1,24,1,1,0,1,1,6
192,6,5,6,0,1,1,24,1,1,0,1,1,6
192,7,6,7,0,1,1,24,1,1,0,1,1,6
192,8,7,8,0,1,1,24,1,1,0,1,1,6
192,9,8,9,0,0,1,24,1,1,0,1,1,6
192,10,9,10,0,0,1,24,1,1,0,1,1,6
192,11,10,11,0,0,1,24,1,1,0,1,1,6
192,12,11,12,0,0,1,24,1,1,0,1,1,6
192,13,12,13,0,0,1,24,1,1,0,1,1,6
192,14,13,14,0,0,1,24,1,1,0,1,1,6
192,15,14,15,0,0,1,24,1,1,0,1,1,6
192,16,15,16,0,0,1,24,1,1,0,1,1,6
192,17,16,17,0,0,1,24,1,1,0,1,1,6
192,18,17,18,0,0,1,24,1,1,0,1,1,6
192,19,18,19,0,0,1,24,1,1,0,1,1,6
192,20,19,20,0,0,1,24,1,1,0,1,1,6
192,21,20,21,0,0,1,24,1,1,0,1,1,6
192,22,21,22,0,0,1,24,1,1,0,1,1,6
192,23,22,23,0,0,1,24,1,1,0,1,1,6
192,24,23,24,0,0,1,24,1,1,0,1,1,6
192,25,24,25,0,0,1,24,1,1,0,1,1,6
192,26,25,26,0,0,1,24,1,1,0,1,1,6
192,27,26,27,0,0,1,24,1,1,0,1,1,6
192,28,27,28,0,0,1,24,1,1,0,1,1,6
192,29,28,29,0,0,1,24,1,1,0,1,1,6
192,30,29,30,0,0,1,24,1,1,0,1,1,6
192,31,30,31,0,0,1,24,1,1,0,1,1,6
192,32,31,32,0,0,1,24,1,1,0,1,1,6
192,33,32,33,0,0,1,24,1,1,0,1,1,6
192,34,33,34,0,0,1,24,1,1,0,1,1,6
192,35,34,35,0,0,1,24,1,1,0,1,1,6
192,36,35,36,0,0,1,24,1,1,0,1,1,6
192,37,36,37,0,1,1,24,1,1,0,1,1,6
192,38,37,38,0,1,1,24,1,1,0,1,1,6
192,39,38,39,0,1,1,24,1,1,0,1,1,6
192,40,39,40,0,1,1,24,1,1,0,1,1,6
192,41,40,41,0,1,1,24,1,1,0,1,1,6
192,42,41,42,0,1,1,24,1,1,0,1,1,6
192,43,42,43,0,1,1,24,1,1,0,1,1,6
192,44,43,44,0,1,1,24,1,1,0,1,1,6
192,45,44,45,0,1,1,24,1,1,0,1,1,6
192,46,45,46,0,1,1,24,1,1,0,1,1,6
192,47,46,47,0,1,1,24,1,1,0,1,1,6
192,48,47,48,0,1,1,24,1,1,0,1,1,6
192,49,48,49,0,1,1,24,1,1,0,1,1,6
192,50,49,50,0,1,1,24,1,1,0,1,1,6
192,51,50,51,0,1,1,24,1,1,0,1,1,6
192,52,51,52,0,1,1,24,1,1,0,1,1,6
193,1,0,1,0,1,1,21,0,1,0,0,1,3
193,2,1,2,0,1,1,21,0,1,0,0,1,3
193,3,2,3,0,1,1,21,0,1,0,0,1,3
193,4,3,4,0,1,1,21,0,1,0,0,1,3
193,5,4,5,0,1,1,21,0,1,0,0,1,3
193,6,5,6,0,1,1,21,0,1,0,0,1,3
193,7,6,7,0,1,1,21,0,1,0,0,1,3
193,8,7,8,0,1,1,21,0,1,0,0,1,3
193,9,8,9,0,1,1,21,0,1,0,0,1,3
193,10,9,10,0,1,1,21,0,1,0,0,1,3
193,11,10,11,0,1,1,21,0,1,0,0,1,3
193,12,11,12,0,1,1,21,0,1,0,0,1,3
193,13,12,13,0,1,1,21,0,1,0,0,1,3
193,14,13,14,0,1,1,21,0,1,0,0,1,3
193,15,14,15,0,1,1,21,0,1,0,0,1,3
193,16,15,16,0,1,1,21,0,1,0,0,1,3
193,17,16,17,0,1,1,21,0,1,0,0,1,3
193,18,17,18,0,1,1,21,0,1,0,0,1,3
193,19,18,19,0,1,1,21,0,1,0,0,1,3
193,20,19,20,0,1,1,21,0,1,0,0,1,3
193,21,20,21,0,1,1,21,0,1,0,0,1,3
193,22,21,22,0,1,1,21,0,1,0,0,1,3
193,23,22,23,0,1,1,21,0,1,0,0,1,3
193,24,23,24,0,1,1,21,0,1,0,0,1,3
193,25,24,25,0,1,1,21,0,1,0,0,1,3
193,26,25,26,0,1,1,21,0,1,0,0,1,3
193,27,26,27,0,1,1,21,0,1,0,0,1,3
193,28,27,28,0,1,1,21,0,1,0,0,1,3
193,29,28,29,0,1,1,21,0,1,0,0,1,3
193,30,29,30,0,1,1,21,0,1,0,0,1,3
193,31,30,31,0,1,1,21,0,1,0,0,1,3
193,32,31,32,0,1,1,21,0,1,0,0,1,3
193,33,32,33,0,1,1,21,0,1,0,0,1,3
193,34,33,34,0,1,1,21,0,1,0,0,1,3
193,35,34,35,0,1,1,21,0,1,0,0,1,3
193,36,35,36,0,1,1,21,0,1,0,0,1,3
193,37,36,37,0,1,1,21,0,1,0,0,1,3
193,38,37,38,0,1,1,21,0,1,0,0,1,3
193,39,38,39,0,1,1,21,0,1,0,0,1,3
193,40,39,40,0,1,1,21,0,1,0,0,1,3
193,41,40,41,0,1,1,21,0,1,0,0,1,3
193,42,41,42,0,1,1,21,0,1,0,0,1,3
193,43,42,43,0,1,1,21,0,1,0,0,1,3
193,44,43,44,0,1,1,21,0,1,0,0,1,3
193,45,44,45,0,1,1,21,0,1,0,0,1,3
193,46,45,46,0,1,1,21,0,1,0,0,1,3
193,47,46,47,0,1,1,21,0,1,0,0,1,3
193,48,47,48,0,1,1,21,0,1,0,0,1,3
193,49,48,49,0,1,1,21,0,1,0,0,1,3
193,50,49,50,0,1,1,21,0,1,0,0,1,3
193,51,50,51,0,1,1,21,0,1,0,0,1,3
193,52,51,52,0,1,1,21,0,1,0,0,1,3
194,1,0,1,0,0,1,22,1,0,0,0,2,3
194,2,1,2,0,0,1,22,1,0,0,0,2,3
194,3,2,3,0,0,1,22,1,0,0,0,2,3
194,4,3,4,0,0,1,22,1,0,0,0,2,3
194,5,4,5,0,0,1,22,1,0,0,0,2,3
194,6,5,6,0,0,1,22,1,0,0,0,2,3
194,7,6,7,0,1,1,22,1,0,0,0,2,3
194,8,7,8,0,1,1,22,1,0,0,0,2,3
194,9,8,9,0,1,1,22,1,0,0,0,2,3
194,10,9,10,0,1,1,22,1,0,0,0,2,3
194,11,10,11,0,0,1,22,1,0,0,0,2,3
194,12,11,12,0,0,1,22,1,0,0,0,2,3
194,13,12,13,0,0,1,22,1,0,0,0,2,3
194,14,13,14,0,0,1,22,1,0,0,0,2,3
194,15,14,15,0,0,1,22,1,0,0,0,2,3
194,16,15,16,0,0,1,22,1,0,0,0,2,3
194,17,16,17,0,0,1,22,1,0,0,0,2,3
194,18,17,18,0,0,1,22,1,0,0,0,2,3
194,19,18,19,0,0,1,22,1,0,0,0,2,3
194,20,19,20,0,0,1,22,1,0,0,0,2,3
194,21,20,21,0,0,1,22,1,0,0,0,2,3
194,22,21,22,0,0,1,22,1,0,0,0,2,3
194,23,22,23,0,0,1,22,1,0,0,0,2,3
194,24,23,24,0,0,1,22,1,0,0,0,2,3
194,25,24,25,0,0,1,22,1,0,0,0,2,3
194,26,25,26,0,0,1,22,1,0,0,0,2,3
194,27,26,27,0,0,1,22,1,0,0,0,2,3
194,28,27,28,0,0,1,22,1,0,0,0,2,3
194,29,28,29,0,0,1,22,1,0,0,0,2,3
194,30,29,30,0,0,1,22,1,0,0,0,2,3
194,31,30,31,0,1,1,22,1,0,0,0,2,3
194,32,31,32,0,0,1,22,1,0,0,0,2,3
194,33,32,33,0,0,1,22,1,0,0,0,2,3
194,34,33,34,0,0,1,22,1,0,0,0,2,3
194,35,34,35,0,0,1,22,1,0,0,0,2,3
194,36,35,36,0,0,1,22,1,0,0,0,2,3
194,37,36,37,0,0,1,22,1,0,0,0,2,3
194,38,37,38,0,0,1,22,1,0,0,0,2,3
194,39,38,39,0,1,1,22,1,0,0,0,2,3
194,40,39,40,0,0,1,22,1,0,0,0,2,3
194,41,40,41,0,0,1,22,1,0,0,0,2,3
194,42,41,42,0,0,1,22,1,0,0,0,2,3
194,43,42,43,0,0,1,22,1,0,0,0,2,3
194,44,43,44,0,0,1,22,1,0,0,0,2,3
194,45,44,45,0,0,1,22,1,0,0,0,2,3
194,46,45,46,0,0,1,22,1,0,0,0,2,3
194,47,46,47,0,1,1,22,1,0,0,0,2,3
194,48,47,48,0,1,1,22,1,0,0,0,2,3
194,49,48,49,0,0,1,22,1,0,0,0,2,3
194,50,49,50,0,0,1,22,1,0,0,0,2,3
194,51,50,51,0,0,1,22,1,0,0,0,2,3
194,52,51,52,0,0,1,22,1,0,0,0,2,3
195,1,0,1,0,0,0,20,1,0,0,1,5,3
195,2,1,2,0,0,0,20,1,0,0,1,5,3
195,3,2,3,0,0,0,20,1,0,0,1,5,3
195,4,3,4,0,0,0,20,1,0,0,1,5,3
195,5,4,5,0,0,0,20,1,0,0,1,5,3
195,6,5,6,0,0,0,20,1,0,0,1,5,3
195,7,6,7,0,0,0,20,1,0,0,1,5,3
195,8,7,8,0,0,0,20,1,0,0,1,5,3
195,9,8,9,0,1,0,20,1,0,0,1,5,3
195,10,9,10,0,1,0,20,1,0,0,1,5,3
195,11,10,11,0,1,0,20,1,0,0,1,5,3
195,12,11,12,0,1,0,20,1,0,0,1,5,3
195,13,12,13,0,1,0,20,1,0,0,1,5,3
195,14,13,14,0,1,0,20,1,0,0,1,5,3
195,15,14,15,0,0,0,20,1,0,0,1,5,3
195,16,15,16,0,0,0,20,1,0,0,1,5,3
195,17,16,17,0,0,0,20,1,0,0,1,5,3
195,18,17,18,0,0,0,20,1,0,0,1,5,3
195,19,18,19,0,0,0,20,1,0,0,1,5,3
195,20,19,20,0,0,0,20,1,0,0,1,5,3
195,21,20,21,0,0,0,20,1,0,0,1,5,3
195,22,21,22,0,0,0,20,1,0,0,1,5,3
195,23,22,23,0,0,0,20,1,0,0,1,5,3
195,24,23,24,0,0,0,20,1,0,0,1,5,3
195,25,24,25,0,0,0,20,1,0,0,1,5,3
195,26,25,26,0,0,0,20,1,0,0,1,5,3
195,27,26,27,0,0,0,20,1,0,0,1,5,3
195,28,27,28,0,1,0,20,1,0,0,1,5,3
195,29,28,29,0,1,0,20,1,0,0,1,5,3
195,30,29,30,0,1,0,20,1,0,0,1,5,3
195,31,30,31,0,1,0,20,1,0,0,1,5,3
195,32,31,32,0,1,0,20,1,0,0,1,5,3
195,33,32,33,0,1,0,20,1,0,0,1,5,3
195,34,33,34,0,0,0,20,1,0,0,1,5,3
195,35,34,35,0,0,0,20,1,0,0,1,5,3
195,36,35,36,0,0,0,20,1,0,0,1,5,3
195,37,36,37,0,0,0,20,1,0,0,1,5,3
195,38,37,38,0,0,0,20,1,0,0,1,5,3
195,39,38,39,0,0,0,20,1,0,0,1,5,3
195,40,39,40,0,0,0,20,1,0,0,1,5,3
195,41,40,41,0,0,0,20,1,0,0,1,5,3
195,42,41,42,0,0,0,20,1,0,0,1,5,3
195,43,42,43,0,1,0,20,1,0,0,1,5,3
195,44,43,44,0,1,0,20,1,0,0,1,5,3
195,45,44,45,1,0,0,20,1,0,0,1,5,3
196,1,0,1,0,1,1,21,1,1,0,1,0,4
196,2,1,2,0,1,1,21,1,1,0,1,0,4
196,3,2,3,0,1,1,21,1,1,0,1,0,4
196,4,3,4,0,1,1,21,1,1,0,1,0,4
196,5,4,5,0,1,1,21,1,1,0,1,0,4
196,6,5,6,0,1,1,21,1,1,0,1,0,4
196,7,6,7,0,1,1,21,1,1,0,1,0,4
196,8,7,8,0,1,1,21,1,1,0,1,0,4
196,9,8,9,0,1,1,21,1,1,0,1,0,4
196,10,9,10,0,1,1,21,1,1,0,1,0,4
196,11,10,11,0,1,1,21,1,1,0,1,0,4
196,12,11,12,0,1,1,21,1,1,0,1,0,4
196,13,12,13,0,1,1,21,1,1,0,1,0,4
196,14,13,14,0,1,1,21,1,1,0,1,0,4
196,15,14,15,0,1,1,21,1,1,0,1,0,4
196,16,15,16,0,1,1,21,1,1,0,1,0,4
196,17,16,17,0,1,1,21,1,1,0,1,0,4
196,18,17,18,0,1,1,21,1,1,0,1,0,4
196,19,18,19,0,1,1,21,1,1,0,1,0,4
196,20,19,20,0,1,1,21,1,1,0,1,0,4
196,21,20,21,0,1,1,21,1,1,0,1,0,4
196,22,21,22,0,1,1,21,1,1,0,1,0,4
196,23,22,23,0,1,1,21,1,1,0,1,0,4
196,24,23,24,0,1,1,21,1,1,0,1,0,4
196,25,24,25,0,1,1,21,1,1,0,1,0,4
196,26,25,26,0,1,1,21,1,1,0,1,0,4
196,27,26,27,0,1,1,21,1,1,0,1,0,4
196,28,27,28,0,1,1,21,1,1,0,1,0,4
196,29,28,29,0,1,1,21,1,1,0,1,0,4
196,30,29,30,0,1,1,21,1,1,0,1,0,4
196,31,30,31,0,1,1,21,1,1,0,1,0,4
196,32,31,32,0,1,1,21,1,1,0,1,0,4
196,33,32,33,0,1,1,21,1,1,0,1,0,4
196,34,33,34,0,1,1,21,1,1,0,1,0,4
196,35,34,35,0,1,1,21,1,1,0,1,0,4
196,36,35,36,0,1,1,21,1,1,0,1,0,4
196,37,36,37,0,1,1,21,1,1,0,1,0,4
196,38,37,38,0,1,1,21,1,1,0,1,0,4
196,39,38,39,0,1,1,21,1,1,0,1,0,4
196,40,39,40,0,1,1,21,1,1,0,1,0,4
196,41,40,41,0,1,1,21,1,1,0,1,0,4
196,42,41,42,0,1,1,21,1,1,0,1,0,4
196,43,42,43,0,1,1,21,1,1,0,1,0,4
196,44,43,44,0,1,1,21,1,1,0,1,0,4
196,45,44,45,0,1,1,21,1,1,0,1,0,4
196,46,45,46,0,1,1,21,1,1,0,1,0,4
196,47,46,47,0,1,1,21,1,1,0,1,0,4
196,48,47,48,0,1,1,21,1,1,0,1,0,4
196,49,48,49,0,1,1,21,1,1,0,1,0,4
196,50,49,50,0,1,1,21,1,1,0,1,0,4
196,51,50,51,0,1,1,21,1,1,0,1,0,4
196,52,51,52,0,1,1,21,1,1,0,1,0,4
197,1,0,1,0,0,1,24,1,1,0,1,2,3
197,2,1,2,0,1,1,24,1,1,0,1,2,3
197,3,2,3,0,1,1,24,1,1,0,1,2,3
197,4,3,4,0,1,1,24,1,1,0,1,2,3
197,5,4,5,0,1,1,24,1,1,0,1,2,3
197,6,5,6,0,1,1,24,1,1,0,1,2,3
197,7,6,7,0,1,1,24,1,1,0,1,2,3
197,8,7,8,0,1,1,24,1,1,0,1,2,3
197,9,8,9,0,1,1,24,1,1,0,1,2,3
197,10,9,10,0,1,1,24,1,1,0,1,2,3
197,11,10,11,0,1,1,24,1,1,0,1,2,3
197,12,11,12,0,1,1,24,1,1,0,1,2,3
197,13,12,13,0,1,1,24,1,1,0,1,2,3
197,14,13,14,0,1,1,24,1,1,0,1,2,3
197,15,14,15,0,1,1,24,1,1,0,1,2,3
197,16,15,16,0,1,1,24,1,1,0,1,2,3
197,17,16,17,0,1,1,24,1,1,0,1,2,3
197,18,17,18,0,1,1,24,1,1,0,1,2,3
197,19,18,19,0,1,1,24,1,1,0,1,2,3
197,20,19,20,0,1,1,24,1,1,0,1,2,3
197,21,20,21,0,1,1,24,1,1,0,1,2,3
197,22,21,22,0,1,1,24,1,1,0,1,2,3
197,23,22,23,0,1,1,24,1,1,0,1,2,3
197,24,23,24,0,1,1,24,1,1,0,1,2,3
197,25,24,25,0,1,1,24,1,1,0,1,2,3
197,26,25,26,0,1,1,24,1,1,0,1,2,3
197,27,26,27,0,1,1,24,1,1,0,1,2,3
197,28,27,28,0,1,1,24,1,1,0,1,2,3
197,29,28,29,0,1,1,24,1,1,0,1,2,3
197,30,29,30,0,1,1,24,1,1,0,1,2,3
197,31,30,31,0,1,1,24,1,1,0,1,2,3
197,32,31,32,0,1,1,24,1,1,0,1,2,3
197,33,32,33,0,1,1,24,1,1,0,1,2,3
197,34,33,34,0,1,1,24,1,1,0,1,2,3
197,35,34,35,0,1,1,24,1,1,0,1,2,3
197,36,35,36,0,1,1,24,1,1,0,1,2,3
197,37,36,37,0,1,1,24,1,1,0,1,2,3
197,38,37,38,0,1,1,24,1,1,0,1,2,3
197,39,38,39,0,1,1,24,1,1,0,1,2,3
197,40,39,40,0,1,1,24,1,1,0,1,2,3
197,41,40,41,0,1,1,24,1,1,0,1,2,3
197,42,41,42,0,1,1,24,1,1,0,1,2,3
197,43,42,43,0,1,1,24,1,1,0,1,2,3
197,44,43,44,0,1,1,24,1,1,0,1,2,3
197,45,44,45,0,1,1,24,1,1,0,1,2,3
197,46,45,46,0,1,1,24,1,1,0,1,2,3
197,47,46,47,0,1,1,24,1,1,0,1,2,3
197,48,47,48,0,1,1,24,1,1,0,1,2,3
197,49,48,49,0,1,1,24,1,1,0,1,2,3
197,50,49,50,0,1,1,24,1,1,0,1,2,3
197,51,50,51,0,1,1,24,1,1,0,1,2,3
197,52,51,52,0,1,1,24,1,1,0,1,2,3
198,1,0,1,0,1,0,25,1,1,0,1,1,3
198,2,1,2,0,1,0,25,1,1,0,1,1,3
198,3,2,3,0,1,0,25,1,1,0,1,1,3
198,4,3,4,0,1,0,25,1,1,0,1,1,3
198,5,4,5,0,1,0,25,1,1,0,1,1,3
198,6,5,6,0,1,0,25,1,1,0,1,1,3
198,7,6,7,0,1,0,25,1,1,0,1,1,3
198,8,7,8,0,1,0,25,1,1,0,1,1,3
198,9,8,9,0,1,0,25,1,1,0,1,1,3
198,10,9,10,0,1,0,25,1,1,0,1,1,3
198,11,10,11,0,1,0,25,1,1,0,1,1,3
198,12,11,12,0,1,0,25,1,1,0,1,1,3
198,13,12,13,0,1,0,25,1,1,0,1,1,3
198,14,13,14,0,1,0,25,1,1,0,1,1,3
198,15,14,15,0,1,0,25,1,1,0,1,1,3
198,16,15,16,0,1,0,25,1,1,0,1,1,3
198,17,16,17,0,1,0,25,1,1,0,1,1,3
198,18,17,18,0,1,0,25,1,1,0,1,1,3
198,19,18,19,0,1,0,25,1,1,0,1,1,3
198,20,19,20,0,1,0,25,1,1,0,1,1,3
198,21,20,21,0,1,0,25,1,1,0,1,1,3
198,22,21,22,0,1,0,25,1,1,0,1,1,3
198,23,22,23,0,1,0,25,1,1,0,1,1,3
198,24,23,24,0,1,0,25,1,1,0,1,1,3
198,25,24,25,0,1,0,25,1,1,0,1,1,3
198,26,25,26,0,1,0,25,1,1,0,1,1,3
198,27,26,27,0,1,0,25,1,1,0,1,1,3
